text,author
"If unpredictable just the only word that represent a reality, why still tired to be predictable.",Akbar de Wighar
"Gold was considered real money, before your paper money existed.",Mwanandeke Kindembo
"This is a true prophecy, as true as yours ever were. When the souls rise up in glory, yours shall not be shunned nor sundered, but shall be the prize of the gods' gardens. Even your darkness shall be treasured then, and all your pain made holy.","Lois McMaster Bujold, The Curse of Chalion"
What is imperative is to keep the momentum going. The difference between success and failure is very thin.,
"Work on your attitude and behavior .The same way you work on your body and outer beauty. You should not only practice healthy diet, but practice healthy living and lifestyle as well. Everyone loves beautiful things. Having a beautiful personality . Will make you lovable, acceptable and irresistible.",De philosopher DJ Kyos
प्रत्येक विचार और कर्म को ईश्वर की आराधना की भावना मैं करना आत्म-सिद्धि की प्राप्ति का सर्वश्रेष्ठ मार्ग है।,Shiva Negi
"Tyrants fall. Heroes expire. People exist""",-Arthur Moriss
"And the next day? Nothing in my bag. The note was gone. Maybe it didn't seem like a big deal to you, Zach. But now, I hope you understand. My world was collapsing, I needed those notes. I needed any hope those notes might have offered.","Jay Asher, Thirteen Reasons Why"
And the next day? Nothing in my bag. The note was gone.,"Maybe it didn't seem like a big deal to you, Zach. But now, I hope you understand. My world was collapsing, I needed those notes. I needed any hope those notes might have offered."
Know the power in you; you can thrive despite circumstances.,Jesus Apolinaris
Look within and recognize the power GOD has given you. You will be surprised how victorious you can be under any circumstances.,Jesus Apolinaris
"Stay on ground, you'll touch the sky",Mahika Bansal
Diamonds shine better in the dawn,Mahika Bansal
"We dont realize how strong we are, until we have to be.",Innantia
"Make it a point to avoid harsh or injurious words or gestures to anybody, even if that person is very close to you","Dr Purushothaman Kollam, Wisdom Quotes (Volume 16): 1001 Motivational & Inspirational Quotes"
Tuyển chọn phải là công việc đầu tiên của người ham học.,"Nguyễn Duy Cần, Tôi Tự Học"
"Tiếng đàn hay là hay ở dư âm, lời nói hay là lời nói vắn tắt mà hậu ý thâm trầm và man mác.","Nguyễn Duy Cần, Tôi Tự Học"
"Người quyết tâm đào tạo cho mình một đời sống tinh thần, ít ra phải có một đời sống đơn giản, một nếp sống xa hẳn cuộc sống xa hoa của xã hội náo nhiệt bên ngoài, nghĩa là, nếu có thể được, nên có nếp sống của một người ẩn dật.","Nguyễn Duy Cần, Tôi Tự Học"
"You deserve to be loved, stop entertaining people who don't respect that.",Innantia H Magcanya
"Like the river, keep on flowing.","Avijeet Das, Life is a River: Stories and Poems"
"In this short period of my life so far, I have at least found that euphoria knows nothing about maths. And, when the time comes, we all kill our mockingbird to sustain the maths, as it's essential for our survival on this earth. (Scoffs) What a hoax, I mean brilliant one?","Rohit Shukla, Centripetal"
What you accept is what will enter; You become what you feed your soul.,Jesus Apolinaris
"Enjoy Life with Love, Happiness, Laughter, and smiles; enjoy your journey and travel it well with acceptance in GOD. Remember, It is all those little steps you take with GOD that make your journey complete. So keep the faith in GOD and always walk by that faith.",Jesus Apolinaris
Stubbornness applied properly becomes perseverance.,T.M.Tritchler
The only limit you have in life is the one you put on yourself.,T.M.Tritchler
Books are the windows to our soul!,"Avijeet Das, Why the Silhouette?"
It doesn't always take an army to save the world. Sometimes it takes just one person who won't let evil win.,"Mary E. Pearson, Vow of Thieves"
"Awaken from the slumber of despair, as the heart repairs and memories dance to the song called time.","Shah Asad Rizvi, The Book of Dance"
"If love is a city, to enter it you must pass through the gates of dance.","Shah Asad Rizvi, The Book of Dance"
Blessed are those whose breaths are faithful to the art of dance.,"Shah Asad Rizvi, The Book of Dance"
"It's so much fun to write. Sometimes great books are left out for lack of promotion, while unnecessary books are loved because of their popularity. Common people always follow the majority.",Mwanandeke Kindembo
"If you can't be yourself in a relationship, you don't have a real relationship.",DaShanne Stokes
"Everybody has their style and way of seeing things, but dance is that home where all unite as one humanity.","Shah Asad Rizvi, The Book of Dance"
"When you feel the pressure of life, a place dark and lonely, don't give up, move, dance will come to your rescue.","Shah Asad Rizvi, The Book of Dance"
"When in the trance of dance you lose track of time, each moment equals to an eon of smiles.","Shah Asad Rizvi, The Book of Dance"
What is this sensation of movements that every celebration of life begins and ends with a dance.,"Shah Asad Rizvi, The Book of Dance"
"As the flame of longing burns, even if does not arrive beloved, in the arms of melodies, dance.","Shah Asad Rizvi, The Book of Dance"
"Replace the guilt with pride, the sorrow with smiles, gather the broken pieces of the heart, and dance.","Shah Asad Rizvi, The Book of Dance"
"Lose yourself beyond the identity of names, there is much to express, not with eyes or lips, but with the surge of dancing steps.","Shah Asad Rizvi, The Book of Dance"
"Remain close, don't go far, hold hands and dance as the movements heal the scars.","Shah Asad Rizvi, The Book of Dance"
